id,name,countries,degree_of_endangerment,number_of_speakers,latitude,longitude
1802,Hawrami,"Iran (Islamic Republic of), Iraq",Definitely endangered,23000,35.4259,46.2551
1203,Juang,India,Definitely endangered,23000,21.0742,85.6164
1173,Tiwa,India,Definitely endangered,23000,25.7801,92.5927
1901,Embera (Panama),Panama,Vulnerable,22485,8.1179,-77.7429
1306,Ediamat,Guinea-Bissau,Vulnerable,22025,12.2621,-16.5289
1178,Mara,India,Definitely endangered,22000,23.5237,92.9003
1157,Maring,India,Vulnerable,22000,24.6769,94.3835
1386,Polci cluster,Nigeria,Definitely endangered,22000,9.9742,9.3328
1461,Sarikoli,China,Definitely endangered,22000,37.9463,75.1272
63,Krongo,Sudan,Definitely endangered,21688,10.585,29.8883
1779,Ashtiani,Iran (Islamic Republic of),Definitely endangered,21000,34.4861,51.0562
1799,Khunsari,Iran (Islamic Republic of),Definitely endangered,21000,32.8795,51.6796
2300,Semnani,Iran (Islamic Republic of),Definitely endangered,21000,34.8679,53.4924
277,Plains Cree,Canada,Vulnerable,20933,56.3544,-113.8345
1273,Higher Reservoir Mazatec,Mexico,Vulnerable,20665,18.158,-96.7045
1280,Chilchotla Mazatec,Mexico,Vulnerable,20585,18.2934,-96.7029
955,"Zapotec of the Valleys, middle northwest",Mexico,Definitely endangered,20448,17.05,-96.6333
2443,Aluo,China,Definitely endangered,20000,25.9368,102.1839
978,Bangni,India,Vulnerable,20000,28.0331,93.0651
1990,Bru,Thailand,Definitely endangered,20000,15.3174,105.4938
1252,Cho-ca-nga-ca-kha,Bhutan,Definitely endangered,20000,27.4107,91.2277
1448,Crimean Tatar (Dobruja),"Bulgaria, Romania",Severely endangered,20000,43.9414,28.3062
436,Dhimal,Nepal,Severely endangered,20000,26.6192,87.4635
1614,Griko (Salento),Italy,Severely endangered,20000,40.1578,18.2208
1878,Kaiowá Guarani,Brazil,Vulnerable,20000,-21.5812,-55.0759
327,Karelian (Karelia),"Finland, Russian Federation",Definitely endangered,20000,63.0474,33.4616
1152,Khoirao,India,Vulnerable,20000,25.2198,94.1583
1185,Manchad,India,Vulnerable,20000,32.6578,77.5415
1337,Mariupolitan Greek,Ukraine,Severely endangered,20000,47.1364,37.5444
985,Padam,India,Vulnerable,20000,28.2463,95.3668
1965,Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)",Vulnerable,20000,5.1347,-61.853
1995,Tacenwit,Algeria,Vulnerable,20000,36.5703,2.2892
1502,Tangwang,China,Definitely endangered,20000,35.7643,102.8979
2090,Western Neo-Aramaic,Syrian Arab Republic,Definitely endangered,20000,33.8339,36.5405
1438,Yaghnobi,Tajikistan,Definitely endangered,20000,38.5632,68.4475
2224,Yaw,Myanmar,Definitely endangered,20000,21.6,94.8333
1405,Yeyi,Botswana,Definitely endangered,20000,-19.4562,23.2031
1680,Boro,NA,Definitely endangered,19878,10.3581,35.0024
384,Sorbian,Germany,Definitely endangered,19500,51.5001,14.4744
1187,Biete,India,Definitely endangered,19000,25.6514,93.2409
1189,Hrangkhol,India,Vulnerable,19000,24.1467,92.3071
1959,Terena,Brazil,Severely endangered,19000,-20.2841,-55.4638
1595,Kati,"Pakistan, Afghanistan",Definitely endangered,18700,35.3845,71.3177
1092,Kulung,Nepal,Vulnerable,18686,27.518,86.9375
617,Kaingang,Brazil,Definitely endangered,18500,-28.1495,-52.4707
1278,Lowland Mazatec,Mexico,Vulnerable,18389,18.0801,-96.5236
1797,Vafsi,Iran (Islamic Republic of),Definitely endangered,18000,34.0867,49.8861
1310,Bassari,Senegal,Vulnerable,17910,12.4419,-12.6617
1307,Bayot,Senegal,Vulnerable,17150,12.4218,-16.4149
1142,Pochuri,India,Vulnerable,17000,25.6712,94.779
1712,Tamahaq (Libya),Libyan Arab Jamahiriya,Definitely endangered,17000,24.9611,10.1733
276,Swampy Cree,Canada,Vulnerable,16685,53.9849,-97.7626
1583,Koraga,India,Critically endangered,16665,11.6952,75.6738
1684,Oyda,Ethiopia,Vulnerable,16597,5.9438,36.6503
1560,Pangvali,India,Critically endangered,16285,33.4589,76.9152
654,Shipibo-Conibo,Peru,Definitely endangered,16085,-8.4289,-74.6411
109,Amba,Uganda,Vulnerable,16000,0.6737,30.198
1051,Tsez,Russian Federation,Definitely endangered,15356,42.2376,45.8734
1425,Bonan,China,Definitely endangered,15000,36.089,102.843
2246,Chrau,Viet Nam,Definitely endangered,15000,10.5634,107.1496
1773,Dari,Iran (Islamic Republic of),Definitely endangered,15000,31.8402,54.1625
1250,Dzala,Bhutan,Vulnerable,15000,27.7078,91.3623
2432,Ersu,China,Definitely endangered,15000,28.7778,102.1277
1180,Gangte,India,Definitely endangered,15000,24.1968,93.587
24,Gurdu-Mbaaru,Nigeria,Severely endangered,15000,9.7415,10.4534
1145,Ha-lung Tibetan,Nepal,Definitely endangered,15000,27.6831,87.8256
2445,Hlersu,China,Vulnerable,15000,24.3789,102.046
2254,Juk,Lao People's Democratic Republic,Definitely endangered,15000,15.3333,106.85
1681,Kwama,Ethiopia,Vulnerable,15000,9.5465,34.2059
2434,Laemae,China,Severely endangered,15000,26.4179,98.7758
539,Lavua,Thailand,Definitely endangered,15000,18.4483,98.1848
648,Macushi (Brazil),Brazil,Vulnerable,15000,3.7765,-61.1279
1361,Nahali,India,Definitely endangered,15000,21.4735,74.0258
2448,Naluo,China,Vulnerable,15000,26.5895,100.8506
2401,Nyoe,Thailand,Definitely endangered,15000,14.9102,104.6049
1524,O'odham (Akimel),United States of America,Definitely endangered,15000,33.059,-112.0479
871,O'odham (Tohono),United States of America,Definitely endangered,15000,31.9186,-111.8798
2031,Paiwan,China,Vulnerable,15000,22.4313,120.7809
2428,Rao,China,Definitely endangered,15000,25.871,107.0476
2294,Semai,Malaysia,Severely endangered,15000,4.3039,101.445
1719,Shatt,Sudan,Severely endangered,15000,10.8117,29.7235
6,Siwi,Egypt,Definitely endangered,15000,29.1905,25.5322
1289,Tagargrent,Algeria,Severely endangered,15000,30.9587,4.0209
2162,Tayurayt,Algeria,Vulnerable,15000,36.5648,1.9061
2324,Totoli,Indonesia,Vulnerable,15000,0.8953,120.2838
286,Aruaco,Colombia,Vulnerable,14799,10.0986,-73.5424
441,Yakkha,Nepal,Critically endangered,14648,27.1908,87.3358
1584,Kuruba,India,Critically endangered,14613,11.4369,76.3549
707,Tuamotuan,French Polynesia (France),Definitely endangered,14400,-14.9354,-147.7455
62,Katla,Sudan,Definitely endangered,14208,11.7329,29.3939
294,Garífuna (Belize),Belize,Vulnerable,14061,17.1833,-88.5833
1109,Thulung,Nepal,Definitely endangered,14034,27.4534,86.6423
1190,Bawm,"Bangladesh, India",Definitely endangered,14000,22.1874,92.6477
1666,Guajajara,Brazil,Vulnerable,14000,-4.8282,-46.8017
703,Niuean,Niue,Definitely endangered,14000,-19.0491,-169.8706
2574,Uhunduni,Indonesia,Vulnerable,14000,-4.2054,137.031
1300,Gusilay,Senegal,Vulnerable,13950,12.7019,-16.4382
1816,Xavante,Brazil,Vulnerable,13303,-14.4832,-53.5305
2304,Dondo,Indonesia,Vulnerable,13000,0.747,120.4266
1168,Khampti,India,Vulnerable,13000,27.8827,96.5093
11,Nalu,Guinea,Definitely endangered,13000,10.9523,-14.7629
1721,Tagoi,Sudan,Severely endangered,13000,10.8252,30.1657
71,Karko,Sudan,Definitely endangered,12986,11.964,29.4186
939,San Mateo del Mar Huave,Mexico,Vulnerable,12667,16.2,-94.9833
1751,Q'eqchi' (Belize),Belize,Vulnerable,12366,16.8107,-88.3999
52,Kadaru,Sudan,Definitely endangered,12360,12.1789,30.2398
1286,Mazatlán Mazatec,Mexico,Vulnerable,12340,18.033,-96.8999
1309,Badiaranke,Guinea,Severely endangered,12205,12.4043,-13.5736
2327,Alune,Indonesia,Vulnerable,12000,-3.0637,128.3752
1606,Bangani,India,Critically endangered,12000,29.8692,79.0686
1046,Chamalal,Russian Federation,Definitely endangered,12000,42.5712,46.0739
2238,Chru,Viet Nam,Vulnerable,12000,11.4666,109.05
1090,Hill Miri,India,Definitely endangered,12000,27.7078,94.0374
2446,Jinuo,China,Definitely endangered,12000,21.4758,101.3111
2435,Muya,China,Vulnerable,12000,30.2593,101.7497
556,Samei,China,Severely endangered,12000,25.0756,103.0133
2617,Tajio,Indonesia,Vulnerable,12000,-0.0954,120.0173
2618,Tobada',Indonesia,Extinct,12000,-2.019,119.4708
1333,Yurt Tatar,Russian Federation,Definitely endangered,12000,46.3943,48.3288
1489,Yaqui (Mexico),Mexico,Vulnerable,11806,27.6436,-110.296
1784,Ch'orti' (Guatemala),Guatemala,Definitely endangered,11734,14.968,-89.2905
919,Filomeno Mata Totonac,Mexico,Vulnerable,11710,20.198,-97.7022
917,Northern Totonac,Mexico,Critically endangered,11529,20.2741,-97.955
1733,Komo,"Ethiopia, Sudan",Definitely endangered,11500,9.0804,34.0905
19,Tuwuli,Ghana,Vulnerable,11400,7.0572,0.3845
1824,Poqomam,Guatemala,Definitely endangered,11273,14.6455,-89.7274
1084,Idu,"China, India",Definitely endangered,11101,28.6496,95.8419
683,Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),Severely endangered,11000,8.4941,-64.0942
731,Machiguenga,Peru,Definitely endangered,11000,-11.8888,-72.9052
1963,Piaroa (Venezuela),Venezuela (Bolivarian Republic of),Vulnerable,11000,4.5435,-66.7089
714,Tuvaluan,Tuvalu,Definitely endangered,11000,-8.5049,179.187
322,Waunana (Colombia),Colombia,Vulnerable,11000,4.2806,-77.0581
1296,Noon,Senegal,Vulnerable,10925,14.8173,-16.5234
1102,Sampang,Nepal,Vulnerable,10810,27.257,86.9444
690,Central Alaskan Yupik (2),United States of America,Vulnerable,10400,61.4387,-160.4882
691,Central Alaskan Yupik (Nuniak Island),United States of America,Vulnerable,10400,59.8889,-166.289
2665,Bukiyip,Papua New Guinea,Vulnerable,10304,-3.4256,143.0886
2610,Saparua,Indonesia,Definitely endangered,10216,-3.5757,128.6464
1083,Darai,Nepal,Severely endangered,10210,27.9264,84.331
1303,Bandial,Senegal,Vulnerable,10125,12.5317,-16.1553
55,Bongo,Sudan,Definitely endangered,10084,6.1405,31.7999
1484,Northwestern Tarahumara,Mexico,Vulnerable,10031,27.9169,-107.0552
1343,Algherese Catalan,Italy,Definitely endangered,10000,40.5638,8.3276
330,Aragonese,Spain,Definitely endangered,10000,42.2935,-0.4394
2430,Baima,China,Vulnerable,10000,33.1531,103.8696
1678,Bukharic,Uzbekistan,Definitely endangered,10000,39.8043,64.4224
2029,Bunun,China,Vulnerable,10000,23.3624,121.1077
119,Burunge,United Republic of Tanzania,Vulnerable,10000,-4.7297,35.7769
743,Chayahuita,Peru,Definitely endangered,10000,-5.3425,-76.6955
903,Cherokee (Oklahoma),United States of America,Definitely endangered,10000,36.7544,-98.3569
344,Dalecarlian,Sweden,Definitely endangered,10000,61.2385,14.0295
605,"Huitoto (Colombia, Peru)","Colombia, Peru",Definitely endangered,10000,-3.0308,-71.8066
2173,Hulaula (Israel),Israel,Severely endangered,10000,32.2128,34.9118
139,Karang,Chad,Vulnerable,10000,8.3093,15.3588
1516,Karelian (Tver),Russian Federation,Definitely endangered,10000,58.1533,36.101
1298,Karone,Senegal,Vulnerable,10000,12.7769,-16.7733
1055,Kryz,Azerbaijan,Severely endangered,10000,41.1455,48.164
300,"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",Definitely endangered,10000,2.3723,-67.5659
1246,Kurtöp,Bhutan,Vulnerable,10000,27.7127,90.9667
535,Lamgang,India,Critically endangered,10000,24.2569,94.0759
2447,Miqie,China,Definitely endangered,10000,26.9053,100.8506
1956,Mojo,Bolivia (Plurinational State of),Definitely endangered,10000,-14.966,-65.1708
1198,Muot,India,Critically endangered,10000,8.0932,93.4963
1589,Naiki,India,Critically endangered,10000,19.8287,78.2281
1948,Ñandeva Guarani,Brazil,Vulnerable,10000,-22.0652,-54.7558
27,Ngwaba,Nigeria,Severely endangered,10000,9.9904,12.81
394,North Frisian,Germany,Severely endangered,10000,54.7341,8.7478
483,Northern Khanty,Russian Federation,Definitely endangered,10000,63.7047,66.676
1008,Nyah Kur,Thailand,Definitely endangered,10000,15.6587,101.5068
1248,Nyenkha,Bhutan,Vulnerable,10000,27.4595,90.4119
2283,Orang Hulu,Malaysia,Definitely endangered,10000,1.8871,103.984
1718,Otoro,Sudan,Severely endangered,10000,11.1864,30.6353
461,Solon,China,Definitely endangered,10000,48.166,119.4873
2440,Southern Tujia,China,Severely endangered,10000,28.258,109.9398
2331,Taba,Indonesia,Vulnerable,10000,0.0659,127.4084
2410,Talu,China,Vulnerable,10000,26.5623,102.8506
718,Tamazight (Tunisia),Tunisia,Severely endangered,10000,36.0313,9.8767
2027,Tayal,China,Vulnerable,10000,24.5458,121.3591
1723,Temein,Sudan,Severely endangered,10000,11.8377,29.4625
2296,Temiar,Malaysia,Definitely endangered,10000,4.9493,101.4113
1079,Trukhmen,"Russian Federation, Turkmenistan",Definitely endangered,10000,44.4886,44.5385
120,Vidunda,United Republic of Tanzania,Vulnerable,10000,-6.8664,37.304
291,Kogui,Colombia,Vulnerable,9911,10.8548,-74.0258
1297,Paloor,Senegal,Vulnerable,9680,14.7801,-16.8035
1780,Awakatek (Guatemala),Guatemala,Vulnerable,9613,15.3429,-91.312
1541,Choctaw (Louisiana),United States of America,Vulnerable,9500,31.6822,-92.1252
896,Choctaw (Mississipi),United States of America,Vulnerable,9500,32.7713,-89.1163
1542,Choctaw (Oklahoma),United States of America,Vulnerable,9500,34.1472,-94.81
1850,Gawar-Bati,"Pakistan, Afghanistan",Definitely endangered,9500,35.158,71.4083
2259,Taruang,"China, India, Myanmar",Vulnerable,9332,28.12,95.88
1088,Khaling,Nepal,Definitely endangered,9288,27.5781,86.7163
1485,Western Tarahumara,Mexico,Vulnerable,9196,27.3361,-108.5007
2362,Nunavimmiutitut,Canada,Vulnerable,9105,58.1665,-68.3605
275,Woods Cree,Canada,Vulnerable,9095,55.1711,-102.9061
2244,Phula (Viet Nam),Viet Nam,Definitely endangered,9046,22.7833,105.4666
1085,Dol-po,Nepal,Definitely endangered,9000,29.2193,83.0676
2581,Helong,Indonesia,Severely endangered,9000,-10.1905,123.5247
2337,Lisela,Indonesia,Vulnerable,9000,-3.2392,127.0239
1219,Motuo Menba,"China, India",Definitely endangered,9000,28.664,94.0347
1889,Panamahka,Nicaragua,Vulnerable,9000,14.2856,-84.5947
880,Zuni,United States of America,Vulnerable,9000,35.082,-108.76
1750,Mopán (Belize),Belize,Severely endangered,8980,16.2449,-88.8654
1728,Tulishi,Sudan,Severely endangered,8628,11.5984,29.0917
1016,Central Cuicatec,Mexico,Vulnerable,8621,17.8,-96.961
1685,Ts'amay,Ethiopia,Definitely endangered,8621,5.4382,37.2463
1604,Phalura,Pakistan,Definitely endangered,8600,35.7264,71.7434
1268,Northern Popoloc,Mexico,Vulnerable,8597,18.6818,-97.658
1274,Ixcatlán Mazatec,Mexico,Vulnerable,8593,18.1447,-96.4855
918,Patla-Chicontla Totonac,Mexico,Severely endangered,8590,20.1644,-97.6927
1647,Toram,Chad,Severely endangered,8456,11.1581,19.6023
994,Northwestern Tlapanec,Mexico,Vulnerable,8409,17.5595,-98.9332
271,Dene,Canada,Vulnerable,8195,56.4807,-109.4127
1526,Micmac (Massachusetts),United States of America,Definitely endangered,8145,42.3589,-71.0578
88,Argobba,Ethiopia,Critically endangered,8000,10.5958,39.9792
708,Austral dialects,French Polynesia (France),Definitely endangered,8000,-23.3775,-149.4909
1693,Belanda Bor,Sudan,Definitely endangered,8000,6.4954,27.7404
1701,Feroge,Sudan,Vulnerable,8000,8.5049,25.7189
1980,Hachijō,Japan,Definitely endangered,8000,33.11,139.7891
1853,Inga,Colombia,Severely endangered,8000,1.1658,-77.0011
67,Kanga,Sudan,Severely endangered,8000,10.844,29.4708
2424,Lajia,China,Definitely endangered,8000,23.7439,110.0526
1255,Lakha,Bhutan,Definitely endangered,8000,27.5898,90.3735
2187,Mbya Guarani (Paraguay),Paraguay,Definitely endangered,8000,-26.5099,-55.2832
1675,Mundurukú,Brazil,Vulnerable,8000,-8.1027,-57.3486
767,Ojibwe,United States of America,Severely endangered,8000,46.0706,-93.6677
586,Quichua (Salasaca),Ecuador,Definitely endangered,8000,-1.3511,-78.6511
1182,Rongpo,India,Vulnerable,8000,30.7229,79.7387
557,Sanyi,China,Severely endangered,8000,24.9262,102.5134
2284,Temuan,Malaysia,Severely endangered,8000,3.3709,101.984
1726,Tingal,Sudan,Definitely endangered,8000,12.238,31.1215
735,Wampis,Peru,Vulnerable,8000,-3.4476,-77.7941
2402,Wunai Bunu,China,Definitely endangered,8000,24.4146,107.8378
739,Yanesha,Peru,Severely endangered,8000,-10.3743,-75.2343
1369,Mam (Mexico),Mexico,Severely endangered,7977,17.3661,-93.5334
1318,Pana,Burkina Faso,Definitely endangered,7800,13.165,-3.4277
1983,Macushi (Guyana),Guyana,Vulnerable,7750,3.6888,-59.4799
466,Chukchi,Russian Federation,Severely endangered,7742,67.6248,176.1767
1875,Cabécar,Costa Rica,Vulnerable,7622,9.9012,-83.6844
593,Awa Cuaiquer,Colombia,Critically endangered,7500,1.4939,-78.5742
2172,Lishana Deni (Israel),Israel,Severely endangered,7500,31.7748,35.1013
925,Central Pame,Mexico,Vulnerable,7399,21.9208,-99.3741
309,Puinave,"Colombia, Venezuela (Bolivarian Republic of)",Definitely endangered,7377,4.434,-68.1591
1702,Mebengokre,Brazil,Vulnerable,7266,-6.5569,-52.4707
316,Tunebo,"Colombia, Venezuela (Bolivarian Republic of)",Definitely endangered,7231,6.4463,-72.0483
1015,Quechua of Peruvian Amazonia,Peru,Vulnerable,7200,-2.3723,-74.1137
1217,Asur,India,Definitely endangered,7000,22.4719,84.9023
2301,Bashkardi,Iran (Islamic Republic of),Definitely endangered,7000,28.5169,57.7551
91,Burji,Kenya,Vulnerable,7000,2.1857,37.9248
2431,Choyi,China,Definitely endangered,7000,30.8519,99.6659
2061,Gazi,Iran (Islamic Republic of),Definitely endangered,7000,32.8036,51.6211
2433,Guichong,China,Vulnerable,7000,30.8148,101.7021
1332,Karagash,Russian Federation,Definitely endangered,7000,47.2643,47.2412
1786,Natanzi,Iran (Islamic Republic of),Severely endangered,7000,33.452,51.3006
1783,Nayini,Iran (Islamic Republic of),Severely endangered,7000,32.8519,53.1573
1439,Parya,"Uzbekistan, Tajikistan, Afghanistan",Severely endangered,7000,38.5094,68.0932
103,Segeju,United Republic of Tanzania,Severely endangered,7000,-4.8173,39.0783
1795,Sivandi,Iran (Islamic Republic of),Definitely endangered,7000,29.9168,51.5945
2302,Soi,Iran (Islamic Republic of),Definitely endangered,7000,31.6533,55.6787
1852,Tucano (Brazil),Brazil,Vulnerable,7000,0.1757,-67.2363
320,Wapishana (Guyana),Guyana,Vulnerable,7000,2.3065,-59.6997
1739,Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan",Vulnerable,7000,8.3854,24.1754
2438,Zhaba,China,Vulnerable,7000,31.4,100.4734
1828,Sakapultek,Guatemala,Definitely endangered,6973,14.9752,-91.0527
1677,Chara,Ethiopia,Vulnerable,6932,6.479,36.3647
2339,Kosraean,"Micronesia (Federated States of), Nauru",Severely endangered,6900,5.322,162.9904
1902,Waunana (Panama),Panama,Severely endangered,6882,8.2984000000000009,-78.1018
694,San Francisco del Mar Huave,Mexico,Critically endangered,6874,16.3333,-94.5166
692,Northern East Cree,Canada,Vulnerable,6870,53.6916,-78.8011
1317,Micmac (Canada),Canada,Vulnerable,6850,45.9646,-60.6172
2720,Northern Tepehuán,Mexico,Definitely endangered,6802,26.4258,-107.2683
1087,Miju,"China, India",Vulnerable,6700,28.1155,96.2896
879,Rio Grande Keresan,United States of America,Definitely endangered,6685,35.5147,-106.3655
1281,Western Mazatec,Mexico,Vulnerable,6639,18.1351,-96.9057
1676,Bussa,Ethiopia,Vulnerable,6624,5.7225,37.1406
1694,Beli,Sudan,Definitely endangered,6600,6.4736,29.2675
2444,Chesu,China,Definitely endangered,6600,24.4211,102.0459
57,Thuri,Sudan,Vulnerable,6600,8.4397,25.4333
1053,Karata,Russian Federation,Definitely endangered,6574,42.5874,46.3348
2375,Saulteau,Canada,Vulnerable,6558,50.5573,-98.6562
1166,Kumāle,Nepal,Severely endangered,6533,27.788,84.548
929,Lower Northwestern Otomí,Mexico,Vulnerable,6509,20.1865,-100.1469
83,Dimme,Ethiopia,Vulnerable,6501,5.9548,36.2988
585,Chiquitano (Bolivia),Bolivia (Plurinational State of),Definitely endangered,6500,-16.5835,-61.6113
1729,Tumtum,Sudan,Severely endangered,6500,10.477,30.4321
1042,Bezhta,Russian Federation,Definitely endangered,6461,42.1369,46.1508
1115,Thakali,Nepal,Vulnerable,6441,28.7146,83.6478
74,Dongotono,Sudan,Vulnerable,6219,4.965,35.321
1763,Mawé,Brazil,Vulnerable,6219,-3.8642,-56.7773
498,Shor,Russian Federation,Severely endangered,6210,53.0544,87.7478
992,Central Tlapanec,Mexico,Vulnerable,6191,17.2624,-98.7482
2366,Oji-Cree,Canada,Vulnerable,6110,53.8141,-94.8977
65,Keiga,Sudan,Severely endangered,6072,11.3184,29.696
2271,Ampibabo Lauje,Indonesia,Vulnerable,6000,0.3295,120.1904
1631,Cashinahua (Brazil),Brazil,Vulnerable,6000,-9.2603,-71.5304
